% Model:              Ceres_convection_16320_M3B.mph
% Version:            COMSOL 5.5.0.359
% Date:               Mar 23 2020, 18:54
% Table:              Probe Table 1 - 
% Time (adim)                                     Temperature (K) - Center                          Temperature (K) - Bottom                          Rayleigh
0                                                 0.7818182633870454                                0.999071084125094                                 1782098.993761212
0.0044296875000000005                             0.9250056083337701                                0.8124963383266026                                553532.5228121653
0.008859375000000001                              0.8837156467418916                                0.761939796212353                                 267236.80059299374
0.0132890625                                      0.8335671588785454                                0.7558604575553668                                186111.62059413877
0.017718750000000002                              0.8141987775309758                                0.757146873603411                                 149716.32141401607
0.022148437500000003                              0.8031786712156972                                0.7588989898891283                                126659.93708400689
0.026578125                                       0.7951927604966618                                0.7582207467662513                                108253.09916420426
0.031007812500000002                              0.7895594418388754                                0.7548118654370233                                93068.23095643168
0.035437500000000004                              0.7858989952776261                                0.7502793375310455                                80872.38539099092
0.039867187500000005                              0.7833433428170811                                0.7450997088160994                                70581.79285790333
0.044296875000000006                              0.7812942605058644                                0.7394069116666945                                61629.5134650848
0.04872656250000001                               0.7802407107329652                                0.7338039537274275                                53966.263271520824
0.05315625                                        0.7792423866580183                                0.7286056265752971                                47407.93850440499
0.0575859375                                      0.7765856703859821                                0.7239245004487588                                41797.74496838227
0.062015625000000005                              0.77350571967519                                  0.719665529614606                                 36989.26204398554
0.0664453125                                      0.7704960728924699                                0.7157282639267171                                32851.58036989984
0.07087500000000001                               0.7674333733136067                                0.7120627732860654                                29277.613612687743
0.07530468750000001                               0.7641639768365787                                0.7086455694251335                                26180.82694057781
0.07973437500000001                               0.7606461247501088                                0.7054566482718416                                23490.21681012671
0.08416406250000001                               0.7569144124026081                                0.7024736551431844                                21147.281296015502
0.08859375000000001                               0.7530285087092503                                0.6996762117866366                                19103.638450539453
0.09302343750000001                               0.7490479603438878                                0.6970479918790263                                17319.853610072314
0.09745312500000002                               0.7450234053476559                                0.6945723147338206                                15762.773401304117
0.10188281250000002                               0.7409934846653852                                0.692226553212362                                 14403.268213942729
0.1063125                                         0.7369834809297477                                0.6899764793442215                                13213.167831300121
0.1107421875                                      0.7330067874884945                                0.6877761417650434                                12162.469233990794
0.115171875                                       0.7290705039337393                                0.685560093773909                                 11218.342529764048
0.11960156250000001                               0.7251792432234798                                0.6832549394518938                                10351.685287963322
0.12403125000000001                               0.7213392836674557                                0.6808159831535768                                9544.365380164705
0.1284609375                                      0.7175576002357322                                0.6782682158388618                                8790.914370342509
0.132890625                                       0.7138396618563889                                0.6757026952140897                                8093.801366534524
0.1373203125                                      0.7101873720905827                                0.6732346823719692                                7457.143497997963
0.14175000000000001                               0.7065997751346524                                0.6709258445779394                                6879.748764883195
0.14617968750000002                               0.7030758018867749                                0.6687904874334064                                6356.906778038784
0.15060937500000002                               0.6996148783418463                                0.6668278142931291                                5883.81849167185
0.15503906250000002                               0.6962178002827444                                0.6650185904759415                                5455.053543268081
0.15946875000000002                               0.6928869460422256                                0.6633370577962502                                5065.421496593783
0.16389843750000002                               0.6896261354309159                                0.6617575822126336                                4710.295247332872
0.16832812500000002                               0.6864393986982682                                0.6602608387004438                                4385.790842169606
0.17275781250000002                               0.6833333462491535                                0.6588238175434075                                4088.3175822051753
0.17718750000000003                               0.6803112223435481                                0.6574365386510398                                3815.1396716556255
0.18161718750000003                               0.6773746025944845                                0.6560947790754257                                3563.9620087605313
0.18604687500000003                               0.6745265000812186                                0.654789825807478                                 3332.5800813615406
0.19047656250000003                               0.6717659991053186                                0.6535233860955844                                3119.379733392144
0.19490625000000003                               0.6690965813083329                                0.6522812727330473                                2922.3030899643663
0.19933593750000003                               0.6665166985373512                                0.6510697942283789                                2740.2745626985384
0.20376562500000003                               0.6640252317602178                                0.6498790452631114                                2571.6208630039464
0.20819531250000003                               0.6616225882683726                                0.6487126310521675                                2415.4426544400867
0.212625                                          0.6593049823930786                                0.6475672395938745                                2270.5531614041047
0.2170546875                                      0.6570718741794068                                0.6464423866053355                                2136.048360206203
0.221484375                                       0.6549206924113635                                0.6453379135382                                   2011.0897557470564
0.2259140625                                      0.652847456385155                                 0.6442527171581443                                1894.8584292101095
0.23034375                                        0.6508526419797867                                0.6431872376155411                                1786.723510140385
0.23477343750000002                               0.6489286747544416                                0.6421406658115767                                1685.9751387050655
0.23920312500000002                               0.6470789412156228                                0.6411133634915585                                1592.116557239367
0.24363281250000002                               0.6452867186525988                                0.6401041691179283                                1504.471071136216
0.24806250000000002                               0.6435582875372301                                0.639113518924028                                 1422.6595989888012
0.2524921875                                      0.6418937149933543                                0.6381414175721902                                1346.267452593513
0.256921875                                       0.6402930010209718                                0.637187865062414                                 1274.9113210755338
0.2613515625                                      0.6387467337180772                                0.6362521249851951                                1208.1657731118682
0.26578125                                        0.6372491700490204                                0.6353337479918223                                1145.6714772621353
0.2702109375                                      0.6358078969114469                                0.6344333276991379                                1087.1927975231583
0.274640625                                       0.634422914305357                                 0.6335508641071436                                1032.4558264950022
0.27907031250000003                               0.6330941824846295                                0.6326863524397015                                981.2067342151972
0.28350000000000003                               0.6317952309085173                                0.6318366118381002                                933.0233517190769
0.28792968750000003                               0.6305429150614259                                0.6310036677582951                                887.8246526131522
0.29235937500000003                               0.6293372349433559                                0.6301875202002912                                845.4152193195438
0.29678906250000003                               0.6281781905543067                                0.6293881691640848                                805.6135850061395
0.30121875000000004                               0.6270552359634176                                0.6286036610020541                                768.173557733305
0.30564843750000004                               0.6259623277770223                                0.6278328761675389                                732.9038559328221
0.31007812500000004                               0.6249077155835376                                0.62707734290769                                  699.7272150677217
0.31450781250000004                               0.6238913993829629                                0.6263370612225108                                668.5129607820228
